year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,cancel_rate,diversion_rate,avg_delay_minutes_per_flight,high_delay
2007,3,NW,Northwest Airlines Inc.,MOT,"Minot, ND: Minot International",93.0,38.0,18.13,0.0,12.68,0.0,7.19,4.0,0.0,1637.0,771.0,0.0,409.0,0.0,457.0,0.40860215053763443,0.043010752688172046,0.0,17.602150537634408,1
2005,12,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",49.0,14.0,6.0,1.0,4.0,0.0,3.0,2.0,1.0,1149.0,184.0,143.0,546.0,0.0,276.0,0.2857142857142857,0.04081632653061224,0.02040816326530612,23.448979591836736,1
2009,1,9E,Pinnacle Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",183.0,26.0,8.98,0.0,7.46,0.0,9.56,5.0,1.0,1468.0,657.0,0.0,212.0,0.0,599.0,0.14207650273224043,0.0273224043715847,0.00546448087431694,8.021857923497267,0
2010,11,MQ,American Eagle Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",220.0,22.0,10.95,2.21,4.22,0.0,4.62,1.0,0.0,1073.0,456.0,110.0,189.0,0.0,318.0,0.1,0.004545454545454545,0.0,4.877272727272727,0
2019,4,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",30.0,2.0,0.5,0.0,1.29,0.0,0.21,0.0,0.0,77.0,17.0,0.0,53.0,0.0,7.0,0.06666666666666667,0.0,0.0,2.566666666666667,0
2020,9,PT,Piedmont Airlines,MDT,"Harrisburg, PA: Harrisburg International",132.0,9.0,6.08,0.02,1.0,0.0,1.9,0.0,0.0,448.0,237.0,2.0,21.0,0.0,188.0,0.06818181818181818,0.0,0.0,3.393939393939394,0
2015,10,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",487.0,40.0,19.64,0.28,6.98,0.0,13.11,1.0,4.0,1657.0,670.0,20.0,197.0,0.0,770.0,0.08213552361396304,0.002053388090349076,0.008213552361396304,3.402464065708419,0
2007,11,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,1.1904761904761905,0
2016,11,EV,ExpressJet Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",442.0,88.0,27.19,0.31,34.56,0.0,25.94,7.0,1.0,6077.0,2277.0,20.0,1912.0,0.0,1868.0,0.19909502262443438,0.01583710407239819,0.0022624434389140274,13.748868778280542,0
2023,11,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",9.0,3.0,1.0,0.0,1.32,0.0,0.68,0.0,0.0,161.0,118.0,0.0,26.0,0.0,17.0,0.3333333333333333,0.0,0.0,17.88888888888889,1
2003,6,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",507.0,26.0,13.0,1.0,5.0,2.0,5.0,2.0,0.0,1252.0,308.0,68.0,427.0,292.0,157.0,0.05128205128205128,0.0039447731755424065,0.0,2.4694280078895465,0
2022,6,YX,Republic Airline,ACK,"Nantucket, MA: Nantucket Memorial",70.0,11.0,2.75,0.0,3.83,0.0,4.42,3.0,2.0,588.0,143.0,0.0,171.0,0.0,274.0,0.15714285714285714,0.04285714285714286,0.02857142857142857,8.4,0
2021,1,YV,Mesa Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",92.0,7.0,5.88,0.0,0.12,0.0,1.0,3.0,0.0,264.0,237.0,0.0,7.0,0.0,20.0,0.07608695652173914,0.03260869565217391,0.0,2.869565217391304,0
2005,1,NW,Northwest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",66.0,19.0,5.2,0.0,13.68,0.0,0.12,0.0,0.0,986.0,263.0,0.0,715.0,0.0,8.0,0.2878787878787879,0.0,0.0,14.93939393939394,1
2016,9,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",106.0,19.0,6.01,0.0,5.75,0.0,7.24,0.0,0.0,1088.0,421.0,0.0,267.0,0.0,400.0,0.1792452830188679,0.0,0.0,10.264150943396226,0
2025,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",446.0,90.0,17.35,0.81,25.39,0.0,46.45,17.0,0.0,5768.0,1207.0,86.0,1126.0,0.0,3349.0,0.20179372197309417,0.03811659192825112,0.0,12.932735426008968,1
2003,12,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1729.0,237.0,40.16,4.51,39.72,0.0,152.61,13.0,3.0,10060.0,1630.0,176.0,1282.0,0.0,6972.0,0.13707345286292655,0.007518796992481203,0.001735106998264893,5.818392134181608,0
2008,8,US,US Airways Inc.,MDT,"Harrisburg, PA: Harrisburg International",26.0,3.0,0.59,0.0,0.83,0.0,1.58,0.0,0.0,188.0,19.0,0.0,45.0,0.0,124.0,0.11538461538461539,0.0,0.0,7.230769230769231,0
2010,10,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5160.0,1305.0,307.86,41.82,294.43,6.92,653.98,37.0,24.0,61444.0,12732.0,4531.0,11700.0,158.0,32323.0,0.25290697674418605,0.007170542635658915,0.004651162790697674,11.907751937984496,1
2007,7,MQ,American Eagle Airlines Inc.,BOS,"Boston, MA: Logan International",990.0,238.0,48.37,10.08,109.44,0.27,69.84,47.0,3.0,17920.0,3560.0,1081.0,7827.0,8.0,5444.0,0.2404040404040404,0.047474747474747475,0.0030303030303030303,18.1010101010101,1
2021,10,YX,Republic Airline,ROC,"Rochester, NY: Greater Rochester International",120.0,12.0,5.84,1.0,2.46,0.0,2.69,0.0,0.0,875.0,463.0,177.0,93.0,0.0,142.0,0.1,0.0,0.0,7.291666666666667,0
2007,11,US,US Airways Inc.,EWR,"Newark, NJ: Newark Liberty International",274.0,108.0,13.18,0.0,81.01,0.0,13.81,6.0,1.0,6431.0,742.0,0.0,4957.0,0.0,732.0,0.39416058394160586,0.021897810218978103,0.0036496350364963502,23.470802919708028,1
2007,12,XE,ExpressJet Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",340.0,65.0,26.67,0.44,16.61,1.24,20.04,0.0,0.0,2759.0,1100.0,14.0,482.0,21.0,1142.0,0.19117647058823528,0.0,0.0,8.114705882352942,0
2022,7,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",80.0,13.0,8.45,0.0,2.05,0.22,2.27,2.0,2.0,1364.0,913.0,0.0,342.0,8.0,101.0,0.1625,0.025,0.025,17.05,0
2003,10,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3607.0,411.0,64.2,4.19,71.44,1.76,269.41,72.0,0.0,22497.0,2837.0,329.0,3077.0,131.0,16123.0,0.11394510673690048,0.0199611865816468,0.0,6.237039090657055,0
2014,7,EV,ExpressJet Airlines Inc.,ELP,"El Paso, TX: El Paso International",235.0,47.0,14.95,1.2,17.24,0.0,13.61,1.0,1.0,2993.0,936.0,283.0,809.0,0.0,965.0,0.2,0.00425531914893617,0.00425531914893617,12.736170212765957,1
2008,2,MQ,American Eagle Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",265.0,52.0,14.74,1.0,16.26,0.0,20.0,18.0,1.0,2187.0,792.0,93.0,414.0,0.0,888.0,0.19622641509433963,0.06792452830188679,0.0037735849056603774,8.252830188679246,0
2007,8,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",1751.0,390.0,99.61,2.52,117.61,0.0,170.26,13.0,2.0,22198.0,5283.0,197.0,4737.0,0.0,11981.0,0.22272986864648772,0.0074243289548829245,0.001142204454597373,12.677327241576242,1
2007,10,OH,Comair Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",408.0,65.0,21.27,10.47,29.04,0.0,4.22,11.0,0.0,2961.0,966.0,678.0,1154.0,0.0,163.0,0.15931372549019607,0.02696078431372549,0.0,7.257352941176471,0
2004,7,RU,ExpressJet Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",218.0,41.0,17.9,2.17,10.78,0.0,10.15,1.0,0.0,1922.0,750.0,116.0,364.0,0.0,692.0,0.18807339449541285,0.0045871559633027525,0.0,8.81651376146789,0
2012,5,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",268.0,51.0,14.9,1.85,21.81,0.0,12.44,2.0,0.0,2282.0,758.0,226.0,625.0,0.0,673.0,0.19029850746268656,0.007462686567164179,0.0,8.514925373134329,0
2013,12,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",318.0,76.0,21.48,3.96,19.44,0.0,31.13,25.0,0.0,4058.0,786.0,245.0,1213.0,0.0,1814.0,0.2389937106918239,0.07861635220125786,0.0,12.761006289308176,1
2015,4,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",86.0,8.0,4.69,1.0,2.11,0.0,0.2,0.0,0.0,354.0,229.0,51.0,48.0,0.0,26.0,0.09302325581395349,0.0,0.0,4.116279069767442,0
2019,8,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1383.0,225.0,57.61,19.55,54.85,3.46,89.53,16.0,13.0,21086.0,8860.0,1570.0,2716.0,402.0,7538.0,0.16268980477223427,0.011569052783803326,0.009399855386840203,15.246565437454809,0
2012,11,MQ,American Eagle Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",84.0,12.0,5.36,0.29,2.45,0.0,3.89,0.0,0.0,628.0,167.0,36.0,52.0,0.0,373.0,0.14285714285714285,0.0,0.0,7.476190476190476,0
2012,5,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",517.0,62.0,26.81,1.21,22.95,0.83,10.2,0.0,1.0,2604.0,1292.0,77.0,712.0,39.0,484.0,0.11992263056092843,0.0,0.0019342359767891683,5.036750483558994,0
2019,12,OO,SkyWest Airlines Inc.,VEL,"Vernal, UT: Vernal Regional",54.0,4.0,1.11,0.0,0.07,0.0,2.82,3.0,0.0,577.0,143.0,0.0,10.0,0.0,424.0,0.07407407407407407,0.05555555555555555,0.0,10.685185185185185,0
2020,12,QX,Horizon Air,BLI,"Bellingham, WA: Bellingham International",62.0,4.0,1.09,0.0,0.12,0.0,2.79,1.0,0.0,196.0,33.0,0.0,3.0,0.0,160.0,0.06451612903225806,0.016129032258064516,0.0,3.161290322580645,0
2017,1,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",163.0,21.0,5.56,4.78,4.73,0.0,5.93,3.0,1.0,1457.0,433.0,602.0,153.0,0.0,269.0,0.12883435582822086,0.018404907975460124,0.006134969325153374,8.938650306748466,0
2009,3,NW,Northwest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",164.0,23.0,4.6,1.37,15.85,0.0,1.18,2.0,1.0,788.0,150.0,144.0,463.0,0.0,31.0,0.1402439024390244,0.012195121951219513,0.006097560975609756,4.804878048780488,0
2018,1,EV,ExpressJet Airlines Inc.,LRD,"Laredo, TX: Laredo International",90.0,6.0,1.0,1.0,2.0,0.0,2.0,6.0,0.0,383.0,45.0,96.0,93.0,0.0,149.0,0.06666666666666667,0.06666666666666667,0.0,4.2555555555555555,0
2021,6,UA,United Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",428.0,108.0,30.96,5.42,41.53,0.0,30.09,0.0,3.0,6588.0,2450.0,576.0,1464.0,0.0,2098.0,0.2523364485981308,0.0,0.007009345794392523,15.392523364485982,1
2019,1,UA,United Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",53.0,15.0,3.0,3.53,3.34,0.0,5.13,2.0,0.0,981.0,224.0,159.0,120.0,0.0,478.0,0.2830188679245283,0.03773584905660377,0.0,18.50943396226415,1
2015,8,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",60.0,11.0,4.46,0.0,2.99,0.0,3.55,1.0,0.0,616.0,221.0,0.0,274.0,0.0,121.0,0.18333333333333332,0.016666666666666666,0.0,10.266666666666667,0
2012,1,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",82.0,18.0,5.38,0.0,8.65,0.0,3.97,4.0,0.0,583.0,229.0,0.0,171.0,0.0,183.0,0.21951219512195122,0.04878048780487805,0.0,7.109756097560975,1
2019,12,AA,American Airlines Network,ORF,"Norfolk, VA: Norfolk International",147.0,20.0,9.02,0.0,3.73,0.0,7.25,0.0,1.0,872.0,359.0,0.0,120.0,0.0,393.0,0.1360544217687075,0.0,0.006802721088435374,5.931972789115647,0
2013,4,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",68.0,7.0,3.93,0.0,2.12,0.0,0.95,0.0,0.0,413.0,113.0,0.0,36.0,0.0,264.0,0.10294117647058823,0.0,0.0,6.073529411764706,0
2010,6,CO,Continental Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",330.0,57.0,16.08,1.43,27.76,2.57,9.16,0.0,2.0,2384.0,734.0,86.0,1061.0,57.0,446.0,0.17272727272727273,0.0,0.006060606060606061,7.224242424242425,0
2024,8,UA,United Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",99.0,38.0,10.81,0.0,10.35,0.0,16.84,0.0,0.0,2923.0,343.0,0.0,371.0,0.0,2209.0,0.3838383838383838,0.0,0.0,29.525252525252526,1
2010,9,XE,ExpressJet Airlines Inc.,RIC,"Richmond, VA: Richmond International",282.0,38.0,14.6,2.04,6.19,0.0,15.17,1.0,0.0,2489.0,1010.0,129.0,285.0,0.0,1065.0,0.1347517730496454,0.0035460992907801418,0.0,8.826241134751774,0
2015,6,MQ,Envoy Air,SPI,"Springfield, IL: Abraham Lincoln Capital",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2003,8,RU,ExpressJet Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",57.0,14.0,2.23,0.03,6.26,0.0,5.48,3.0,0.0,465.0,70.0,1.0,197.0,0.0,197.0,0.24561403508771928,0.05263157894736842,0.0,8.157894736842104,1
2018,4,OO,SkyWest Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",43.0,5.0,0.0,0.0,2.89,0.0,2.11,0.0,0.0,250.0,0.0,0.0,105.0,0.0,145.0,0.11627906976744186,0.0,0.0,5.813953488372093,0
2024,11,AS,Alaska Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",940.0,175.0,41.65,6.83,72.6,3.0,50.92,11.0,0.0,7670.0,2320.0,248.0,2412.0,88.0,2602.0,0.18617021276595744,0.011702127659574468,0.0,8.159574468085106,0
2022,2,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",44.0,9.0,3.95,0.0,4.15,0.0,0.9,5.0,0.0,485.0,298.0,0.0,110.0,0.0,77.0,0.20454545454545456,0.11363636363636363,0.0,11.022727272727273,1
2005,11,NW,Northwest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",53.0,4.0,1.0,0.63,1.38,0.0,1.0,1.0,0.0,132.0,73.0,15.0,25.0,0.0,19.0,0.07547169811320754,0.018867924528301886,0.0,2.490566037735849,0
2012,7,MQ,American Eagle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",421.0,117.0,35.38,9.23,41.04,0.0,31.36,26.0,0.0,7230.0,1655.0,596.0,2807.0,0.0,2172.0,0.27790973871733965,0.06175771971496437,0.0,17.173396674584325,1
2021,6,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",86.0,6.0,1.31,0.2,2.6,0.0,1.89,0.0,0.0,214.0,41.0,10.0,82.0,0.0,81.0,0.06976744186046512,0.0,0.0,2.488372093023256,0
2011,10,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",930.0,179.0,32.98,3.9,92.47,0.0,49.65,39.0,1.0,8340.0,1296.0,116.0,4282.0,0.0,2646.0,0.1924731182795699,0.041935483870967745,0.001075268817204301,8.96774193548387,0
2005,6,EV,Atlantic Southeast Airlines,TLH,"Tallahassee, FL: Tallahassee International",30.0,13.0,5.78,2.6,2.19,0.0,2.43,4.0,0.0,872.0,385.0,209.0,108.0,0.0,170.0,0.43333333333333335,0.13333333333333333,0.0,29.066666666666666,1
2019,4,OO,SkyWest Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",54.0,10.0,3.94,2.09,1.06,0.0,2.91,0.0,0.0,712.0,179.0,345.0,22.0,0.0,166.0,0.18518518518518517,0.0,0.0,13.185185185185185,0
2004,11,HP,America West Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",253.0,63.0,23.02,0.0,17.5,0.0,22.48,1.0,0.0,2531.0,966.0,0.0,463.0,0.0,1102.0,0.2490118577075099,0.003952569169960474,0.0,10.003952569169961,1
2008,2,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",69.0,10.0,5.3,0.0,1.2,0.0,3.5,0.0,0.0,578.0,273.0,0.0,26.0,0.0,279.0,0.14492753623188406,0.0,0.0,8.376811594202898,0
2021,8,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",665.0,182.0,72.54,7.02,45.23,2.32,54.9,56.0,3.0,13347.0,4666.0,631.0,2815.0,67.0,5168.0,0.2736842105263158,0.08421052631578947,0.004511278195488722,20.07067669172932,1
2003,7,NW,Northwest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",123.0,13.0,8.38,0.58,0.98,0.0,3.06,0.0,0.0,510.0,356.0,29.0,34.0,0.0,91.0,0.10569105691056911,0.0,0.0,4.146341463414634,0
2024,9,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",563.0,93.0,32.82,3.61,31.6,0.0,24.97,3.0,0.0,5056.0,2036.0,144.0,1106.0,0.0,1770.0,0.16518650088809947,0.0053285968028419185,0.0,8.980461811722913,0
2018,2,NK,Spirit Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",84.0,19.0,3.9,0.4,7.48,0.0,7.22,1.0,0.0,1197.0,276.0,10.0,298.0,0.0,613.0,0.2261904761904762,0.011904761904761904,0.0,14.25,1
2019,5,QX,Horizon Air,GEG,"Spokane, WA: Spokane International",692.0,50.0,18.63,0.0,12.11,0.0,19.25,1.0,0.0,1869.0,636.0,0.0,350.0,0.0,883.0,0.07225433526011561,0.001445086705202312,0.0,2.7008670520231215,0
2019,11,YV,Mesa Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017,9,EV,ExpressJet Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",34.0,2.0,0.0,0.0,1.08,0.0,0.92,3.0,1.0,142.0,0.0,0.0,32.0,0.0,110.0,0.058823529411764705,0.08823529411764706,0.029411764705882353,4.176470588235294,0
2018,3,DL,Delta Air Lines Network,MCI,"Kansas City, MO: Kansas City International",591.0,67.0,33.34,1.5,13.04,0.0,19.11,0.0,0.0,3235.0,1910.0,149.0,447.0,0.0,729.0,0.11336717428087986,0.0,0.0,5.473773265651438,0
2018,5,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2004,4,HP,America West Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",26.0,6.0,1.87,0.0,4.13,0.0,0.0,0.0,0.0,177.0,89.0,0.0,88.0,0.0,0.0,0.23076923076923078,0.0,0.0,6.8076923076923075,1
2024,3,HA,Hawaiian Airlines Network,PDX,"Portland, OR: Portland International",62.0,14.0,12.75,0.0,0.0,0.0,1.25,0.0,0.0,410.0,364.0,0.0,0.0,0.0,46.0,0.22580645161290322,0.0,0.0,6.612903225806452,1
2016,11,DL,Delta Air Lines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.03125,0.0,0.0,1.9375,0
2012,6,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",296.0,77.0,28.54,10.17,17.63,0.0,20.66,5.0,0.0,4257.0,1417.0,942.0,639.0,0.0,1259.0,0.26013513513513514,0.016891891891891893,0.0,14.381756756756756,1
2008,5,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",370.0,107.0,34.7,4.15,42.72,0.0,25.44,8.0,1.0,5784.0,1671.0,318.0,1873.0,0.0,1922.0,0.2891891891891892,0.021621621621621623,0.002702702702702703,15.632432432432433,1
2019,12,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",20.0,8.0,1.34,0.84,2.54,1.0,2.28,0.0,0.0,208.0,36.0,36.0,48.0,16.0,72.0,0.4,0.0,0.0,10.4,1
2003,6,NW,Northwest Airlines Inc.,FAR,"Fargo, ND: Hector International",205.0,24.0,10.4,2.06,10.5,0.0,1.04,1.0,0.0,997.0,401.0,197.0,367.0,0.0,32.0,0.11707317073170732,0.004878048780487805,0.0,4.863414634146341,0
2020,11,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",44.0,5.0,1.33,0.0,1.0,0.0,2.67,0.0,0.0,298.0,44.0,0.0,16.0,0.0,238.0,0.11363636363636363,0.0,0.0,6.7727272727272725,0
2016,8,EV,ExpressJet Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",144.0,31.0,14.51,0.0,5.0,0.0,11.49,5.0,1.0,1834.0,784.0,0.0,174.0,0.0,876.0,0.2152777777777778,0.034722222222222224,0.006944444444444444,12.73611111111111,1
2009,6,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",3830.0,1100.0,130.14,17.88,562.48,0.0,389.49,29.0,13.0,53531.0,5611.0,1185.0,23739.0,0.0,22996.0,0.28720626631853785,0.007571801566579634,0.003394255874673629,13.976762402088772,1
2017,12,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",53.0,12.0,4.17,0.25,1.01,0.0,6.57,0.0,0.0,691.0,291.0,20.0,78.0,0.0,302.0,0.22641509433962265,0.0,0.0,13.037735849056604,1
2008,11,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",59.0,17.0,13.0,0.0,3.0,0.0,1.0,0.0,0.0,664.0,518.0,0.0,97.0,0.0,49.0,0.288135593220339,0.0,0.0,11.254237288135593,1
2020,4,DL,Delta Air Lines Network,TLH,"Tallahassee, FL: Tallahassee International",31.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.0,0.0,0
2020,10,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",131.0,13.0,3.92,1.83,3.53,0.0,3.72,1.0,0.0,533.0,161.0,72.0,100.0,0.0,200.0,0.09923664122137404,0.007633587786259542,0.0,4.068702290076335,0
2005,6,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",60.0,38.0,17.86,0.0,12.29,0.0,7.85,0.0,2.0,1712.0,891.0,0.0,437.0,0.0,384.0,0.6333333333333333,0.0,0.03333333333333333,28.533333333333335,1
2006,8,YV,Mesa Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",93.0,25.0,18.0,0.0,3.0,0.0,4.0,2.0,0.0,1408.0,1028.0,0.0,136.0,0.0,244.0,0.26881720430107525,0.021505376344086023,0.0,15.13978494623656,1
2011,1,XE,ExpressJet Airlines Inc.,TPA,"Tampa, FL: Tampa International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014,11,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",83.0,18.0,5.81,0.62,3.42,0.0,8.15,1.0,1.0,1139.0,373.0,63.0,135.0,0.0,568.0,0.21686746987951808,0.012048192771084338,0.012048192771084338,13.72289156626506,1
2004,6,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",1118.0,304.0,80.64,5.98,57.68,2.59,157.12,1.0,5.0,12437.0,3033.0,393.0,1829.0,78.0,7104.0,0.27191413237924866,0.0008944543828264759,0.004472271914132379,11.12432915921288,1
2004,4,CO,Continental Air Lines Inc.,MEM,"Memphis, TN: Memphis International",26.0,6.0,1.47,0.0,3.18,0.0,1.35,0.0,0.0,238.0,44.0,0.0,97.0,0.0,97.0,0.23076923076923078,0.0,0.0,9.153846153846153,1
2005,2,US,US Airways Inc.,LAS,"Las Vegas, NV: McCarran International",298.0,128.0,45.99,0.37,47.36,0.0,34.28,1.0,3.0,6330.0,2098.0,59.0,1951.0,0.0,2222.0,0.42953020134228187,0.003355704697986577,0.010067114093959731,21.241610738255034,1
2019,6,YX,Republic Airline,SAT,"San Antonio, TX: San Antonio International",43.0,12.0,3.22,1.89,5.4,0.0,1.48,0.0,0.0,1080.0,80.0,481.0,308.0,0.0,211.0,0.27906976744186046,0.0,0.0,25.11627906976744,1
2023,3,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",68.0,6.0,2.69,0.0,2.31,0.0,1.0,2.0,0.0,243.0,164.0,0.0,62.0,0.0,17.0,0.08823529411764706,0.029411764705882353,0.0,3.573529411764706,0
2018,1,9E,Endeavor Air Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",56.0,4.0,2.0,0.32,0.0,0.0,1.68,2.0,1.0,302.0,57.0,56.0,0.0,0.0,189.0,0.07142857142857142,0.03571428571428571,0.017857142857142856,5.392857142857143,0
2024,3,NK,Spirit Airlines,ACY,"Atlantic City, NJ: Atlantic City International",326.0,96.0,25.34,1.16,47.46,0.0,22.04,7.0,0.0,7420.0,1634.0,91.0,3264.0,0.0,2431.0,0.294478527607362,0.02147239263803681,0.0,22.76073619631902,1
2013,2,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",196.0,46.0,12.0,10.58,10.32,0.0,13.09,1.0,0.0,2014.0,453.0,514.0,329.0,0.0,718.0,0.23469387755102042,0.00510204081632653,0.0,10.275510204081632,1
2014,10,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",93.0,11.0,4.62,0.04,2.01,0.0,4.34,3.0,0.0,492.0,172.0,4.0,62.0,0.0,254.0,0.11827956989247312,0.03225806451612903,0.0,5.290322580645161,0
2020,8,PT,Piedmont Airlines,RIC,"Richmond, VA: Richmond International",129.0,15.0,2.92,1.91,5.25,0.0,4.92,1.0,1.0,957.0,191.0,124.0,264.0,0.0,378.0,0.11627906976744186,0.007751937984496124,0.007751937984496124,7.4186046511627906,0
2021,10,WN,Southwest Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",170.0,55.0,28.01,0.0,1.24,0.0,25.75,9.0,0.0,2530.0,1245.0,0.0,40.0,0.0,1245.0,0.3235294117647059,0.052941176470588235,0.0,14.882352941176471,1
